"library_gene"," query_name","qGI_score","FDR","query_gene","query_type","SMF_library","SMF_query","metric(qGI_score+SMF_library)"
"TTC7A","ARL1_221_rich",-0.4679453,0.00857007446385705,"ARL1","rich",-0.0822066458471297,-0.131987622733933,-0.55015194584713
"TTC7A","C1orf112_393_rich",-0.3267773,0.00903467133840974,"C1orf112","rich",-0.0822066458471297,-0.666320228375642,-0.40898394584713
"TTC7A","CDKN2B_306_rich",-0.2617395,0.0161201737423847,"CDKN2B","rich",-0.0822066458471297,0.00578030725876051,-0.34394614584713
"TTC7A","DNMT3A_339_rich",-0.3743581,0.0519234268237905,"DNMT3A","rich",-0.0822066458471297,-0.0974619360324646,-0.45656474584713
"TTC7A","STAG2_389_rich",-0.2479224,0.0593695344027567,"STAG2","rich",-0.0822066458471297,-0.972241104385054,-0.33012904584713
"TTC8","POLR2A_395_rich",-0.3645094,0.085451741314217,"POLR2A","rich",0.151929474684459,-0.723743903151917,-0.212579925315541
"TTPA","ATPAF2_236_rich",-0.3539961,0.0787454016481361,"ATPAF2","rich",0.0645899009003004,-1.24588279852265,-0.2894061990997
"TTPA","FLCN_144_min",-0.3861157,0.0599004144210969,"FLCN","min",0.00162893576245983,-0.148253399551714,-0.38448676423754
"TTR","VPS52_241_rich",-0.3979599,0.0549617229123399,"VPS52","rich",0.0787286209936842,-1.41695529171255,-0.319231279006316
"TUB","APOB_341_rich",-0.3769116,0.0684645877965037,"APOB","rich",-0.282401116677132,0.0590918843267113,-0.659312716677132
"TUB","BCL2_338_rich",-0.4689433,0.0769975723610617,"BCL2","rich",-0.282401116677132,-0.394783758374041,-0.751344416677132
"TUB","RER1_324_rich",-0.4196294,0.0467316193174166,"RER1","rich",-0.282401116677132,-0.650084666465513,-0.702030516677132
"TUB","WNK1_335_rich",-0.5142359,0.0882045284576476,"WNK1","rich",-0.282401116677132,-0.691986982162053,-0.796637016677132
"TUBA1A","PIGT_171_min",-0.7095484,0.0759158303459929,"PIGT","min",-0.018480273137418,-1.60417353515213,-0.728028673137418
"TUBA4A","PDCD5_189_min",-0.5003039,0.0541012055426142,"PDCD5","min",0.0690106265178625,-1.75296651304475,-0.431293273482138
"TUBA4A","TUBB_312_rich",-0.3801369,0.0410261059124,"TUBB","rich",0.0906419560339237,-3.08855124608542,-0.289494943966076
"TUBA8","C1orf112_393_rich",-0.3388844,0.05485852142449,"C1orf112","rich",-0.237445164512084,-0.666320228375642,-0.576329564512084
"TUBA8","FASTKD3_277_rich",-0.6455229,0.0182910645572393,"FASTKD3","rich",-0.237445164512084,-0.1647321358876,-0.882968064512084
"TUBB3","C5orf34_357_rich",-0.2943458,0.0871728773770714,"C5orf34","rich",-0.054757286331371,-0.268901416446952,-0.349103086331371
"TUBB3","FANCA_353_rich",-0.4598405,0.0367535631926565,"FANCA","rich",-0.054757286331371,-1.11865993915876,-0.514597786331371
"TUBB3","KIAA0100_112_min",-0.4642588,0.0365167601815083,"KIAA0100","min",-0.168869028959298,-0.822900052947545,-0.633127828959298
"TUBB3","PIH1D1_383_rich",-0.2995757,0.053919640052281,"PIH1D1","rich",-0.054757286331371,-1.39721218695006,-0.354332986331371
"TUBB3","RAB14_302_rich",-0.509351,0.00699810256159289,"RAB14","rich",-0.054757286331371,-0.2139165295652,-0.564108286331371
"TUBB3","SETDB1_329_rich",-0.4740783,0.00165047398217527,"SETDB1","rich",-0.054757286331371,-0.106186400751038,-0.528835586331371
"TUBB3","TUBB_312_rich",-0.782782,4.24394008476862e-05,"TUBB","rich",-0.054757286331371,-3.08855124608542,-0.837539286331371
"TUBB4A","RHOA_381_rich",-0.4893213,0.0576131249936425,"RHOA","rich",-0.168977441800385,-0.695490493405451,-0.658298741800385
"TUBB4A","TUBB_312_rich",-0.433182,0.0368238011534412,"TUBB","rich",-0.168977441800385,-3.08855124608542,-0.602159441800385
"TUBB4B","GFPT1_127_min",-0.2762802,0.0123666663893613,"GFPT1","min",-0.201403249618715,-0.550101160565831,-0.477683449618715
"TUBB4B","IDH2_018_min",-0.5163095,0.0917254916391474,"IDH2","min",-0.201403249618715,-0.0595678664640548,-0.717712749618715
"TUBB4B","PIGA_330_rich",-0.2045885,0.0559825853877539,"PIGA","rich",-0.185966043210254,-0.0410740298416923,-0.390554543210254
"TUBB4B","POLR2A_395_rich",-0.5494544,0.00350901091520355,"POLR2A","rich",-0.185966043210254,-0.723743903151917,-0.735420443210254
"TUBB4B","TUBB_312_rich",-2.698266,1.48206731303926e-24,"TUBB","rich",-0.185966043210254,-3.08855124608542,-2.88423204321025
"TUBB6","STAG2_389_rich",-0.4671525,0.00982876905411212,"STAG2","rich",-0.123026860311411,-0.972241104385054,-0.590179360311411
"TUBB6","TUBB_312_rich",-0.8513383,6.85788343050918e-07,"TUBB","rich",-0.123026860311411,-3.08855124608542,-0.974365160311411
"TUFT1","MGEA5_146_min",-0.5009346,0.066481209854264,"MGEA5","min",-0.0554521084444646,-2.04211712606601,-0.556386708444465
"TULP1","APOB_341_rich",-0.5013224,0.0895363534458583,"APOB","rich",-0.318053815339066,0.0590918843267113,-0.819376215339066
"TULP1","KIAA0100_112_min",-0.4270354,0.0646450371562284,"KIAA0100","min",-0.257695948796125,-0.822900052947545,-0.684731348796125
"TULP3","DNAJA1_363_rich",-0.3995033,0.0828199010747182,"DNAJA1","rich",0.167208888890286,-1.04349716540222,-0.232294411109714
"TWIST1","C17orf53_361_rich",-0.4942992,0.0198396496154277,"C17orf53","rich",0.0146586219877572,-0.966780469930334,-0.479640578012243
"TWIST1","NGLY1_097_min",-0.455931,0.00196360707742727,"NGLY1","min",-0.0249292702094671,-0.0660853472618729,-0.480860270209467
"TWIST1","PDCD5_189_min",-0.378856,0.0611950235235122,"PDCD5","min",-0.0249292702094671,-1.75296651304475,-0.403785270209467
"TWIST1","PSMC5_315_rich",-0.4098628,0.00845417941577671,"PSMC5","rich",0.0146586219877572,-2.73112417910654,-0.395204178012243
"TWIST1","SLX1_239_rich",-0.3432962,0.0521951355319389,"SLX1","rich",0.0146586219877572,0,-0.328637578012243
"TWIST1","VPS52_241_rich",-0.1795731,0.0753493463716274,"VPS52","rich",0.0146586219877572,-1.41695529171255,-0.164914478012243
"TWIST1","VPS54_271_rich",-0.3197199,0.0273663158316126,"VPS54","rich",0.0146586219877572,-0.987791895975991,-0.305061278012243
"TWIST2","CDKN2B_306_rich",-0.629302,0.000861708729551569,"CDKN2B","rich",0.150431071266107,0.00578030725876051,-0.478870928733893
"TWIST2","LIG4_170_min",-0.203913,0.0639875397235424,"LIG4","min",0.251923785745928,-0.649059089438068,0.048010785745928
"TWIST2","PHGDH_047_min",-0.3921688,0.0991530030179476,"PHGDH","min",0.251923785745928,-0.119328971384763,-0.140245014254072
"TXNDC15","EIF4H_359_rich",-0.4335426,0.0497711726632954,"EIF4H","rich",-0.0300912028452045,-0.945346505040691,-0.463633802845205
"TXNDC15","HDAC2_172_min",-0.4170242,0.0497676192097248,"HDAC2","min",-0.150007407716524,-0.484715505523328,-0.567031607716524
"TXNDC15","VPS52_241_rich",-1.445805,1.19218388123817e-07,"VPS52","rich",-0.0300912028452045,-1.41695529171255,-1.4758962028452
"TXNDC15","VPS54_271_rich",-0.3677063,0.0916426248990821,"VPS54","rich",-0.0300912028452045,-0.987791895975991,-0.397797502845204
"TYR","FLCN_144_min",-0.3510667,0.0724682166490613,"FLCN","min",-0.0913405682754885,-0.148253399551714,-0.442407268275488
"TYRP1","C1orf112_393_rich",-0.3495014,0.0281647342163528,"C1orf112","rich",-0.0488235093122036,-0.666320228375642,-0.398324909312204
"TYRP1","EMC2_276_rich",-0.3356355,0.0446573209149587,"EMC2","rich",-0.0488235093122036,-1.09077107715189,-0.384459009312204
"TYRP1","GSK3A_247_rich",-0.3668596,0.021945098248528,"GSK3A","rich",-0.0488235093122036,-0.0235399473345744,-0.415683109312204
"TYRP1","TAPT1_141_min",-0.4124407,0.0108707446642484,"TAPT1","min",-0.206239351330396,-0.968740270231911,-0.618680051330396
"TYRP1","TOMM7_220_rich",-0.3263537,0.0551700323977155,"TOMM7","rich",-0.0488235093122036,-0.396727096804361,-0.375177209312204
"UBE2A","ACTG1_124_min",-0.4234543,0.015457470725975,"ACTG1","min",0.284911546215087,-1.05195166698319,-0.138542753784913
"UBE2A","ATG5_128_min",-0.1740714,0.0157227087051731,"ATG5","min",0.284911546215087,-0.247898183000309,0.110840146215087
"UBE2A","BMI1_105_min",-0.4732969,0.0292055845281428,"BMI1","min",0.284911546215087,0.0928384784206818,-0.188385353784913
"UBE2A","BRD4_037_min",-0.1387205,0.0464760834457826,"BRD4","min",0.284911546215087,-1.33826033052614,0.146191046215087
"UBE2A","C12orf49_136_min",-0.2795035,0.0044204119313658,"C12orf49","min",0.284911546215087,0.0772789189251666,0.005408046215087
"UBE2A","CDKN2B_306_rich",-0.2859842,0.0333725574564347,"CDKN2B","rich",0.121567990606478,0.00578030725876051,-0.164416209393522
"UBE2A","COQ9_279_rich",-0.6956615,6.51675981653783e-05,"COQ9","rich",0.121567990606478,-0.534292109100405,-0.574093509393522
"UBE2A","DDI2_270_rich",-0.6874413,0.000404638408583555,"DDI2","rich",0.121567990606478,-0.392669681084805,-0.565873309393522
"UBE2A","DDX11_210_rich",-0.1163457,0.0142745203386447,"DDX11","rich",0.121567990606478,-3.01866787440148,0.005222290606478
"UBE2A","DLAT_321_rich",-0.1913805,0.0516405673462501,"DLAT","rich",0.121567990606478,-0.138169888702848,-0.069812509393522
"UBE2A","DNAJA1_363_rich",-0.9301315,2.56432740527014e-05,"DNAJA1","rich",0.121567990606478,-1.04349716540222,-0.808563509393522
"UBE2A","EXO1_384_rich",-0.6438517,0.000336058904611557,"EXO1","rich",0.121567990606478,-0.877213474586075,-0.522283709393522
"UBE2A","FASN_004_min",-0.4080513,0.00126486961494614,"FASN","min",0.284911546215087,-0.51017025850959,-0.123139753784913
"UBE2A","FASTKD3_277_rich",-0.6780563,0.00514462187981746,"FASTKD3","rich",0.121567990606478,-0.1647321358876,-0.556488309393522
"UBE2A","FOXRED1_226_rich",-0.9050045,4.1194060426611e-06,"FOXRED1","rich",0.121567990606478,-1.02663075410245,-0.783436509393522
"UBE2A","GFPT1_127_min",-0.435527,0.00764900238948617,"GFPT1","min",0.284911546215087,-0.550101160565831,-0.150615453784913
"UBE2A","LATS1_399_rich",-0.5037716,0.00444824391410383,"LATS1","rich",0.121567990606478,0.075636885141237,-0.382203609393522
"UBE2A","LCMT1_235_rich",-0.5809862,0.00101422040336788,"LCMT1","rich",0.121567990606478,-0.580577538753013,-0.459418209393522
"UBE2A","MGAT1_116_min",-0.4885591,2.84377187319812e-05,"MGAT1","min",0.284911546215087,-0.513177188651783,-0.203647553784913
"UBE2A","MUS81_360_rich",-0.6202481,0.0167615534093753,"MUS81","rich",0.121567990606478,-0.637213757974631,-0.498680109393522
"UBE2A","NAT6_214_rich",-0.3568733,0.000192553638698233,"NAT6","rich",0.121567990606478,-0.246636192827681,-0.235305309393522
"UBE2A","NDUFA2_159_rich",-0.514208,0.000447639886848877,"NDUFA2","rich",0.121567990606478,-1.40559869482585,-0.392640009393522
"UBE2A","NGLY1_097_min",-0.9208496,2.46990414064966e-05,"NGLY1","min",0.284911546215087,-0.0660853472618729,-0.635938053784913
"UBE2A","PDK1_006_min",-0.4108856,0.0272762855462096,"PDK1","min",0.284911546215087,-0.06456099499264,-0.125974053784913
"UBE2A","PHGDH_047_min",-0.3851788,0.00648924756218307,"PHGDH","min",0.284911546215087,-0.119328971384763,-0.100267253784913
"UBE2A","PIGO_123_min",-0.6451966,9.20728460573203e-05,"PIGO","min",0.284911546215087,-1.29069723448006,-0.360285053784913
"UBE2A","RAB14_302_rich",-0.7269548,0.015786397974516,"RAB14","rich",0.121567990606478,-0.2139165295652,-0.605386809393522
"UBE2A","RIC1_382_rich",-0.3826426,0.00629504131169779,"RIC1","rich",0.121567990606478,0,-0.261074609393522
"UBE2A","SLC16A3_005_min",-0.1341149,0.0405524957586563,"SLC16A3","min",0.284911546215087,-0.0551379858915966,0.150796646215087
"UBE2A","SLC25A15_372_rich",-0.5022837,0.0243047227444053,"SLC25A15","rich",0.121567990606478,-0.266785194631406,-0.380715709393522
"UBE2A","SLC35A1_115_min",-0.626067,0.000696014897397591,"SLC35A1","min",0.284911546215087,-0.25646205403258,-0.341155453784913
"UBE2A","SLCO4A1_114_min",-0.7085551,0.000513400410909693,"SLCO4A1","min",0.284911546215087,-0.28610863196675,-0.423643553784913
"UBE2A","SLX1_239_rich",-0.2856801,0.0251647185634676,"SLX1","rich",0.121567990606478,0,-0.164112109393522
"UBE2A","STAG2_389_rich",-0.2625073,0.012892400190238,"STAG2","rich",0.121567990606478,-0.972241104385054,-0.140939309393522
"UBE2A","TCP1_369_rich",-0.5076274,0.0732164688174211,"TCP1","rich",0.121567990606478,-2.73409055380542,-0.386059409393522
"UBE2A","TUBB_312_rich",-0.430012,0.00594946752190072,"TUBB","rich",0.121567990606478,-3.08855124608542,-0.308444009393522
"UBE2A","USP14_142_min",-0.127362,0.00367758619667917,"USP14","min",0.284911546215087,-0.520178180583785,0.157549546215087
"UBE2A","VPS52_241_rich",-0.8304666,4.15259601653135e-07,"VPS52","rich",0.121567990606478,-1.41695529171255,-0.708898609393522
"UBE2A","VPS54_271_rich",-0.6519925,5.18482860846515e-05,"VPS54","rich",0.121567990606478,-0.987791895975991,-0.530424509393522
"UBE3A","ACTB_165_min",-1.136695,1.83328169436418e-09,"ACTB","min",-0.298895853919399,-1.3059780764272,-1.4355908539194
"UBE3A","BCL2_338_rich",-0.6827248,0.00259913379461134,"BCL2","rich",-0.369053243606299,-0.394783758374041,-1.0517780436063
"UBE3A","CCDC101_062_min",-0.6283379,0.00789038247056268,"CCDC101","min",-0.298895853919399,-0.460855911737687,-0.927233753919399
"UBE3A","DDX11_210_rich",-0.9529488,5.52158588378545e-06,"DDX11","rich",-0.369053243606299,-3.01866787440148,-1.3220020436063
"UBE3A","GOT1_027_min",-0.4934222,0.0031745751320919,"GOT1","min",-0.298895853919399,0.0438816063953382,-0.792318053919399
"UBE3A","KIAA0100_112_min",-0.7952037,0.000207795206578695,"KIAA0100","min",-0.298895853919399,-0.822900052947545,-1.0940995539194
"UBE3A","POLR2A_395_rich",-0.5155308,0.0100391857310755,"POLR2A","rich",-0.369053243606299,-0.723743903151917,-0.884584043606299
"UBE3B","CPT2_278_rich",-0.3734586,0.088168180432341,"CPT2","rich",-0.0273206886684831,-0.269988179923762,-0.400779288668483
"UBE3B","PC_219_rich",-0.4196828,0.0125237352271768,"PC","rich",-0.0273206886684831,-0.36801423322917,-0.447003488668483
"UBE3B","SLC25A32_259_rich",-0.4454343,0.00536596257175237,"SLC25A32","rich",-0.0273206886684831,-0.635877749005006,-0.472754988668483
"UBE3B","SLC4A2_078_min",-0.5630246,0.00829997365278057,"SLC4A2","min",-0.0523415051492313,0.280901244384857,-0.615366105149231
"UBE3C","ATP5J_242_rich",-0.6650756,0.00551614588515282,"ATP5J","rich",-0.00399207652844567,-1.022664574965,-0.669067676528446
"UBE3C","FLCN_144_min",-0.390049,0.0739519095567985,"FLCN","min",0.014012101870709,-0.148253399551714,-0.376036898129291
"UBE3C","SLC25A32_259_rich",-0.4155065,0.0559263508543081,"SLC25A32","rich",-0.00399207652844567,-0.635877749005006,-0.419498576528446
"UBE3C","TAPT1_141_min",-0.4504727,0.037277380612089,"TAPT1","min",0.014012101870709,-0.968740270231911,-0.436460598129291
"UBE4A","CRIPT_260_rich",-0.4313739,0.0679220715938597,"CRIPT","rich",0.220033095893412,-0.30293875946562,-0.211340804106588
"UBE4A","GFPT1_127_min",-0.2754365,0.0830764383572622,"GFPT1","min",0.243790793445509,-0.550101160565831,-0.031645706554491
"UBE4A","GGT7_134_min",-0.5395185,0.0457963527593421,"GGT7","min",0.243790793445509,-0.152520181945214,-0.295727706554491
"UBIAD1","ACTB_165_min",-0.6569707,0.000879628786882454,"ACTB","min",-0.178885784889075,-1.3059780764272,-0.835856484889075
"UBIAD1","ARID1A_019_min",-0.54021,0.0280452998663836,"ARID1A","min",-0.178885784889075,0.140934422468392,-0.719095784889075
"UBIAD1","CLPX_177_min",-0.4772317,0.026844211780514,"CLPX","min",-0.178885784889075,-1.26460006634722,-0.656117484889075
"UBIAD1","EHMT2_156_min",-0.361259,0.0992142494765682,"EHMT2","min",-0.178885784889075,-0.731059921618947,-0.540144784889075
"UBIAD1","PTPN11_163_min",-0.6051451,0.00505318021565124,"PTPN11","min",-0.178885784889075,-0.666460375769746,-0.784030884889075
"UBIAD1","RIC1_382_rich",-0.3284464,0.0980369979357846,"RIC1","rich",0.0360489805161403,0,-0.29239741948386
"UBIAD1","SLC25A32_259_rich",-0.5403686,0.00110314212675009,"SLC25A32","rich",0.0360489805161403,-0.635877749005006,-0.50431961948386
"UBIAD1","VPS52_241_rich",-0.4091477,0.0173107516853598,"VPS52","rich",0.0360489805161403,-1.41695529171255,-0.37309871948386
"UBIAD1","VPS54_271_rich",-0.5960383,0.00233373271958499,"VPS54","rich",0.0360489805161403,-0.987791895975991,-0.55998931948386
"UBIAD1","WDR73_125_min",-0.4866273,0.0767229527061576,"WDR73","min",-0.178885784889075,-1.53611327177983,-0.665513084889075
"UBQLN2","BIRC6_056_min",-0.4862945,0.0761003649044017,"BIRC6","min",0.410126708999214,-0.0438242456221431,-0.076167791000786
"UBQLN2","BRD1_083_min",-0.7637114,0.000215017383012811,"BRD1","min",0.410126708999214,-1.01658613493512,-0.353584691000786
"UBQLN2","FOXRED1_226_rich",-0.4272574,0.0827318361883371,"FOXRED1","rich",0.351351486660722,-1.02663075410245,-0.075905913339278
"UBQLN2","NAA30_351_rich",-0.2937478,0.0402557490343287,"NAA30","rich",0.351351486660722,-1.63469954381974,0.057603686660722
"UBQLN2","NF2_065_min",-0.3913347,0.00766433865183517,"NF2","min",0.410126708999214,-0.26323296520172,0.018792008999214
"UBR1","ARL1_221_rich",-0.5120554,0.0344665199647971,"ARL1","rich",-0.353926724541274,-0.131987622733933,-0.865982124541274
"UBR1","PC_219_rich",-0.2191021,0.0601309502255934,"PC","rich",-0.353926724541274,-0.36801423322917,-0.573028824541274
"UBR1","PIGO_123_min",-0.4016491,0.0906409134341741,"PIGO","min",-0.565109409271219,-1.29069723448006,-0.966758509271219
"UBR1","PTAR1_109_min",-0.4006674,0.0629647063948087,"PTAR1","min",-0.565109409271219,-1.84144546885206,-0.965776809271219
"UBR1","STAG2_389_rich",-0.4478309,0.0266702276093703,"STAG2","rich",-0.353926724541274,-0.972241104385054,-0.801757624541274
"UBR1","TSC2_150_min",-0.401058,0.0986201681098373,"TSC2","min",-0.565109409271219,-1.18103804256508,-0.966167409271219
"UBR1","WWOX_352_rich",-0.5341812,0.091956325106096,"WWOX","rich",-0.353926724541274,0.212617563560854,-0.888107924541274
"UBR7","ATP5L_334_rich",-0.4134558,0.0117337670311118,"ATP5L","rich",0.0702240756422121,-0.733990543864709,-0.343231724357788
"UBR7","CDK5_258_rich",-0.4188567,0.050535113358285,"CDK5","rich",0.0702240756422121,0.182644450869588,-0.348632624357788
"UBR7","HEATR5B_406_rich",-0.327476,0.0573718654932594,"HEATR5B","rich",0.0702240756422121,-0.234549313609671,-0.257251924357788
"UBR7","LAMTOR4_394_rich",-0.3960237,0.0259790558773049,"LAMTOR4","rich",0.0702240756422121,-0.253198824248195,-0.325799624357788
"UBR7","MUS81_360_rich",-0.4379129,0.055947338307731,"MUS81","rich",0.0702240756422121,-0.637213757974631,-0.367688824357788
"UCHL1","ATP5J_242_rich",-0.2890705,0.0668592128533952,"ATP5J","rich",-0.249004980697838,-1.022664574965,-0.538075480697838
"UCHL1","BRD4_037_min",-0.5177594,0.0180532330779038,"BRD4","min",-0.401037616380912,-1.33826033052614,-0.918797016380912
"UCHL1","DNAJA1_363_rich",-0.4595696,0.0368197128014492,"DNAJA1","rich",-0.249004980697838,-1.04349716540222,-0.708574580697838
"UCHL1","EXO1_384_rich",-0.5342916,0.00279416245504782,"EXO1","rich",-0.249004980697838,-0.877213474586075,-0.783296580697838
"UCHL1","NDUFA2_159_rich",-0.2028682,0.0518580074837474,"NDUFA2","rich",-0.249004980697838,-1.40559869482585,-0.451873180697838
"UCHL1","RGP1_223_rich",-0.3244432,0.0796400885396479,"RGP1","rich",-0.249004980697838,-0.544117389981908,-0.573448180697838
"UCHL1","TUBB_312_rich",-0.251982,0.0503141388695504,"TUBB","rich",-0.249004980697838,-3.08855124608542,-0.500986980697838
"UCP2","ALG9_320_rich",-0.3609187,0.0572030661480131,"ALG9","rich",-0.28549720016771,-0.229377109879891,-0.64641590016771
"UCP2","ATP9B_101_min",-0.4151377,0.0855326239938298,"ATP9B","min",-0.339868808390504,0.165903848445279,-0.755006508390504
"UCP2","C1orf112_393_rich",-0.5603741,0.00142642765535888,"C1orf112","rich",-0.28549720016771,-0.666320228375642,-0.84587130016771
"UCP3","AKT1_380_rich",-0.3746401,0.0748839740411881,"AKT1","rich",-0.138055641319306,-0.297690049731002,-0.512695741319306
"UCP3","ALG9_320_rich",-0.2475969,0.0246572196548732,"ALG9","rich",-0.138055641319306,-0.229377109879891,-0.385652541319306
"UCP3","CDKN2B_306_rich",-0.1665637,0.0486528785782662,"CDKN2B","rich",-0.138055641319306,0.00578030725876051,-0.304619341319306
"UCP3","KIAA0196_301_rich",-0.1968673,0.095821272510175,"KIAA0196","rich",-0.138055641319306,-0.229301987149054,-0.334922941319306
"UFC1","ATP5L_334_rich",-0.5318558,0.00222817805114573,"ATP5L","rich",-0.301919355552479,-0.733990543864709,-0.833775155552479
"UFC1","IDH2_018_min",-0.535168,0.0935752929759426,"IDH2","min",-0.566631226913945,-0.0595678664640548,-1.10179922691394
"UFC1","ITGAV_121_rich",-0.9697208,8.99741007775155e-05,"ITGAV","rich",-0.301919355552479,-0.731115150724097,-1.27164015555248
"UFC1","LAMTOR4_394_rich",-0.557495,0.0146777118240494,"LAMTOR4","rich",-0.301919355552479,-0.253198824248195,-0.859414355552479
"UFC1","NDUFA2_159_rich",-0.5302016,0.00610103645411186,"NDUFA2","rich",-0.301919355552479,-1.40559869482585,-0.832120955552479
"UFC1","PIGA_330_rich",-0.5299595,0.0272644044804767,"PIGA","rich",-0.301919355552479,-0.0410740298416923,-0.831878855552479
"UFC1","SLX1_239_rich",-0.4595379,0.0190181897057745,"SLX1","rich",-0.301919355552479,0,-0.761457255552479
"UFC1","TUBB_312_rich",-0.8095338,7.84729786127332e-06,"TUBB","rich",-0.301919355552479,-3.08855124608542,-1.11145315555248
"UFM1","ITGAV_121_rich",-0.8023678,0.000988221108793256,"ITGAV","rich",-0.291868140238455,-0.731115150724097,-1.09423594023845
"UFM1","NDUFA2_159_rich",-0.4593866,0.0224916878603119,"NDUFA2","rich",-0.291868140238455,-1.40559869482585,-0.751254740238455
"UFM1","PHGDH_047_min",-0.423353,0.060230765632287,"PHGDH","min",-0.47495993765561,-0.119328971384763,-0.89831293765561
"UFM1","PSMC5_315_rich",-0.4072728,0.0566740563233266,"PSMC5","rich",-0.291868140238455,-2.73112417910654,-0.699140940238455
"UFM1","SLC25A32_259_rich",-0.4108327,0.0464750945492628,"SLC25A32","rich",-0.291868140238455,-0.635877749005006,-0.702700840238455
"UFM1","SLX1_239_rich",-0.8453103,0.000171242429822699,"SLX1","rich",-0.291868140238455,0,-1.13717844023846
"UFM1","TAPT1_141_min",-0.3052547,0.0991217753349889,"TAPT1","min",-0.47495993765561,-0.968740270231911,-0.78021463765561
"UFM1","TUBB_312_rich",-0.8880786,7.68248118966305e-05,"TUBB","rich",-0.291868140238455,-3.08855124608542,-1.17994674023846
"UFSP2","ANGPTL4_272_rich",-0.3495351,0.0925989187266394,"ANGPTL4","rich",-0.361949326419868,-0.104097874162364,-0.711484426419868
"UFSP2","FOXRED1_226_rich",-0.5459498,0.0248532987381933,"FOXRED1","rich",-0.361949326419868,-1.02663075410245,-0.907899126419868
"UFSP2","ITGAV_121_rich",-0.8115324,0.00209214796313346,"ITGAV","rich",-0.361949326419868,-0.731115150724097,-1.17348172641987
"UFSP2","NDUFA2_159_rich",-0.4604049,0.0687723927128766,"NDUFA2","rich",-0.361949326419868,-1.40559869482585,-0.822354226419868
"UFSP2","SLC25A32_259_rich",-0.4510108,0.0257808915369937,"SLC25A32","rich",-0.361949326419868,-0.635877749005006,-0.812960126419868
"UFSP2","SLX1_239_rich",-1.015608,5.34859787450174e-05,"SLX1","rich",-0.361949326419868,0,-1.37755732641987
"UFSP2","TUBB_312_rich",-0.9873073,1.80691728272941e-05,"TUBB","rich",-0.361949326419868,-3.08855124608542,-1.34925662641987
"UGDH","NAT9_216_rich",-0.500138,0.0873207235687661,"NAT9","rich",-0.189188510628506,-0.0954433391193242,-0.689326510628506
"UMOD","ATP5J_242_rich",-0.4242972,0.0310335307362298,"ATP5J","rich",-0.0570362983438085,-1.022664574965,-0.481333498343809
"UNC13D","ATP5J_242_rich",-0.3035758,0.0895212803234955,"ATP5J","rich",-0.319582423287896,-1.022664574965,-0.623158223287896
"UNC13D","ATPAF2_236_rich",-0.4504958,0.0552267295394394,"ATPAF2","rich",-0.319582423287896,-1.24588279852265,-0.770078223287896
"UNC13D","KIAA0196_301_rich",-0.3147618,0.0525901480783442,"KIAA0196","rich",-0.319582423287896,-0.229301987149054,-0.634344223287896
"UNC13D","NAA30_351_rich",-0.5109255,0.000621539694246658,"NAA30","rich",-0.319582423287896,-1.63469954381974,-0.830507923287896
"UNC13D","NGLY1_097_min",-0.2045803,0.0956188693141255,"NGLY1","min",-0.358962846470648,-0.0660853472618729,-0.563543146470648
"UNC13D","SREBF2_194_min",-0.5249275,0.00597648299464714,"SREBF2","min",-0.358962846470648,0.431103046640249,-0.883890346470648
"UNC13D","TMEM209_376_rich",-0.2759325,0.0501354532357511,"TMEM209","rich",-0.319582423287896,-0.240523296234481,-0.595514923287896
"UNC80","TMEM209_376_rich",-0.4521345,0.0265971396249834,"TMEM209","rich",0.21691652549821,-0.240523296234481,-0.23521797450179
"UNG","CRIPT_260_rich",-0.4064774,0.0572817698501608,"CRIPT","rich",-0.044905326639299,-0.30293875946562,-0.451382726639299
"UNG","NAA38_224_rich",-0.4361199,0.0650135749073312,"NAA38","rich",-0.044905326639299,-2.31436169672078,-0.481025226639299
"UNG","POLR2A_395_rich",-0.3348665,0.0246976408726771,"POLR2A","rich",-0.044905326639299,-0.723743903151917,-0.379771826639299
"UPB1","CCDC101_062_min",-0.3210608,0.0436847145783604,"CCDC101","min",0.0738280707101786,-0.460855911737687,-0.247232729289821
"UPF3B","ATP5L_334_rich",-0.5651212,0.00177146175249148,"ATP5L","rich",-0.120103028608552,-0.733990543864709,-0.685224228608552
"UPF3B","ATPAF2_236_rich",-0.4622943,0.00855539028487828,"ATPAF2","rich",-0.120103028608552,-1.24588279852265,-0.582397328608552
"UPF3B","FOXRED1_226_rich",-0.5770572,0.00380900409208999,"FOXRED1","rich",-0.120103028608552,-1.02663075410245,-0.697160228608552
"UPF3B","PC_219_rich",-0.3104592,0.0605052154779449,"PC","rich",-0.120103028608552,-0.36801423322917,-0.430562228608552
"UPF3B","PGLS_046_min",-0.4982975,0.0940997106682404,"PGLS","min",-0.136582512189488,-1.01335111185333,-0.634880012189488
"UPF3B","PIGA_330_rich",-0.6021252,0.0080014983773082,"PIGA","rich",-0.120103028608552,-0.0410740298416923,-0.722228228608552
"UPF3B","PIGO_123_min",-0.6690749,0.00476748855134746,"PIGO","min",-0.136582512189488,-1.29069723448006,-0.805657412189488
"UPF3B","PQLC1_100_min",-0.5624879,0.0384563009645757,"PQLC1","min",-0.136582512189488,0.0159663498211002,-0.699070412189488
