gene	Nucleus	Nucleolus	Mitochondrion	Peroxisome	Endoplasmic reticulum	Cytoskeleton & Plasma membrane	Golgi & Endosome & Lysosome
LGALS8-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LHFPL3-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LHFPL3-AS2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LHX5-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LIFR-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LIMD1-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00028	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00029	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00032	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00051	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00052	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00083	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00086	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00087	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00092	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00094	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00102	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00106	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00111	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00113	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00114	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00115	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00152	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00158	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00159	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00160	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00161	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00162	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00165	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00167	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00173	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00174	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00176	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00184	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00189	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00200	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00202	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00205	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00208	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00210	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00216	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00221	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00222	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00226	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00229	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00235	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00237	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00238	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00239	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00240	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00242	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00243	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00244	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00251	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00261	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00264	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00265	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00266	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00269	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00271	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00272	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00273	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00276	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00278	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00282	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00284	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00290	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00293	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00294	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00299	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00301	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00302	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00303	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00304	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00305	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00308	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00309	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00310	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00311	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00312	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00313	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00314	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00315	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00316	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00319	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00320	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00323	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00324	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00326	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00327	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00328	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00330	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00333	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00336	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00337	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00339	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00342	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00343	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00346	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00348	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00351	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00354	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00355	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00364	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00365	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00371	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00375	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00381	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00382	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00388	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00392	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00393	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00395	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00397	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00400	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00402	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00403	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00408	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00410	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00421	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00423	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00426	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00431	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00437	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00441	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00443	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00448	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00449	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00452	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00457	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00458	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00460	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00461	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00462	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00466	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00467	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00469	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00470	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00471	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00472	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00473	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00474	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00475	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00476	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00477	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00482	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00483	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00484	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00485	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00486	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00487	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00488	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00491	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00492	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00494	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00499	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00501	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00504	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00507	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00511	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00514	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00515	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00518	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00519	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00520	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00521	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00523	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00524	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00525	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00526	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00528	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00535	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00536	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00537	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00538	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00539	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00540	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00544	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00547	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00548	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00550	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00551	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00565	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00566	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00570	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00574	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00575	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00577	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00578	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00583	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00588	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00589	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00593	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00595	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00596	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00597	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00598	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00599	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00603	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00605	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00606	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00607	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00608	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00609	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00612	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00615	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00616	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00618	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00619	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00620	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00622	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00624	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00626	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00628	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00629	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00630	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00632	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00634	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00635	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00636	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00638	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00639	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00640	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00641	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00642	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00643	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00645	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00649	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00652	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00654	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00657	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00658	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00659	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00662	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00663	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00664	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00665	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00668	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00670	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00671	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00672	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00673	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00674	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00675	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00678	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00680	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00685	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00687	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00689	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00691	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00692	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00693	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00694	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00696	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00698	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00702	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00703	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00704	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00705	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00706	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00707	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00708	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00710	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00824	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00837	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00839	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00840	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00841	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00843	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00844	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00847	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00850	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00851	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00852	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00853	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00854	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00856	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00857	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00858	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00861	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00862	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00863	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00864	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00871	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00877	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00879	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00880	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00881	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00882	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00883	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00884	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00885	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00886	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00887	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00888	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00890	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00891	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00892	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00893	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00896	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00898	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00899	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00900	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00901	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00904	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00905	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00907	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00908	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00909	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00910	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00911	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00917	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00920	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00922	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00923	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00925	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00926	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00929	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00936	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00937	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00938	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00939	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00940	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00941	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00942	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00943	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00944	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00951	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00954	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00955	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00957	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00958	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00959	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00960	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00961	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00963	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00964	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00967	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00968	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00969	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00970	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00971	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00973	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00974	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00976	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00977	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00982	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00987	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00989	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00992	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00993	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00994	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00996	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00998	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00999	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01000	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01003	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01004	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01005	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01006	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01011	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01012	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01013	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01014	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01016	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01018	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01019	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01021	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01023	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01024	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01029	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01048	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01052	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01055	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01057	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01060	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01061	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01068	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01075	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01081	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01082	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01085	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01087	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01088	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01089	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01090	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01091	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01093	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01094	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01098	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01102	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01105	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01106	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01108	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01109	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01111	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01115	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01116	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01118	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01119	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01121	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01122	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01123	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01124	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01125	0.0	0.0	0.0	0.0	0.0	0.0	0.0
